,track_id,track_title,track_artists,track_album,track_release_date,energy,loudness,tempo,valence,danceability,duration
53,1gGhqfs2pDTOI30AEXMXrn,Alien Boy,Oliver Tree,Alien Boy EP,2018-02-16,0.599,-5.169,130.108,0.484,0.802,2:43
54,4q9JLlC3HIhN4CDC6KlpYK,iffy (Prod. GroovyRoom),"Sik-K, pH-1, Jay Park",Dingo X H1GHR MUSIC,2017-09-16,0.519,-5.911,135.054,0.826,0.939,4:19
55,42XS1PQSsE9cpviumQog6e,Esc,TOYO,Cashmere,2017-02-22,0.753,-6.919,104.997,0.0998,0.685,3:44
56,4974axdOfUe9C4TtWhKex4,Nightingale,TOYO,Cashmere,2017-02-22,0.667,-7.698,124.006,0.303,0.669,3:44
57,2IgbYlOlFpiSFYnsqB39lM,Jasmine,DPR LIVE,Jasmine,2017-10-08,0.486,-5.893,137.68,0.397,0.597,3:21
58,3IrbKzx8RLEPA1nhYIEnUS,내 남자친구가 고맙대,HEIZE,내 남자친구가 고맙대,2015-01-16,0.485,-8.042,79.88,0.65,0.741,3:26
59,3195sqaNOoBqiKq0KO6z1s,썸타 Lil' Something,"VIBE, CHEN, HEIZE",썸타 Lil' Something - SM STATION,2016-04-08,0.876,-3.932,117.971,0.791,0.748,3:20
60,2p980qlVXYLh3HdHusbhfa,Pour Up,"DEAN, ZICO",130 Mood : TRBL,2016-03-25,0.501,-5.562,126.949,0.758,0.89,3:31
61,0hRVm06wtH5HsmPetg1W9t,BERMUDA TRIANGLE,"ZICO, Crush, DEAN",BERMUDA TRIANGLE,2016-11-28,0.819,-3.469,89.013,0.334,0.469,3:27
62,3skfigZmEOr709N4kwv6Ur,Heel (feat. Loco),"NO:EL, Loco",ELLEONOEL,2017-09-02,0.798,-3.53,108.005,0.841,0.839,3:22
63,1bZNFcnyCmlnbs337baR0b,FIANCÉ,MINO,XX,2018-11-26,0.759,-3.247,139.922,0.466,0.661,3:27
64,492PZFHvGTm3RZZYeeUVWT,Okay,Chase Atlantic,Chase Atlantic,2017-10-04,0.815,-6.784,130.049,0.431,0.614,3:32
65,3M0lSi5WW79CXQamgSBIjx,Swim,Chase Atlantic,Chase Atlantic,2017-10-04,0.542,-6.429,120.134,0.0771,0.666,3:48
66,0Lhy1sDDdtUFY2pyq2ZVi9,Hit Me Up,"Omar Apollo, Dominic Fike, Kenny Beats",Hit Me Up,2019-11-05,0.62,-5.252,84.975,0.624,0.773,2:40
67,5zrZHMklhOXABpnBl0EMBN,Novacane,Frank Ocean,Novacane,2011-01-01,0.516,-9.267,93.5,0.363,0.763,5:02
68,7dw7huy8714wSEbpGwcd47,Tell Me Something New,PRXZM,Come Alive,2018-06-08,0.536,-7.695,122.024,0.121,0.771,3:35
69,0smgkpVia3VCXgY4qhVJvp,Guilty Conscience,070 Shake,Modus Vivendi,2020-01-17,0.638,-6.049,179.822,0.222,0.539,3:33
70,0FVuyC9RP5MACjp4lgU3qZ,I'm God,"Clams Casino, Imogen Heap",Instrumental Relics,2020-04-24,0.641,-6.78,141.927,0.089,0.529,4:37
71,33kwEgLredDQ01xIvbDRaK,Fallin' Apart (feat. Denzel Curry & Pell),"Young Franco, Denzel Curry, Pell",Fallin' Apart (feat. Denzel Curry & Pell),2020-11-27,0.799,-7.675,111.016,0.8,0.748,2:04
72,589lM1mnc6YiM8c8jQ7wRl,Freak Like Me,NoMBe,They Might've Even Loved Me,2018-03-23,0.568,-6.487,96.012,0.453,0.685,2:56
73,0k4d5YPDr1r7FX77VdqWez,You Right,"Doja Cat, The Weeknd",Planet Her,2021-06-25,0.621,-6.414,128.986,0.436,0.828,3:06
74,41SwdQIX8Hy2u6fuEDgvWr,10%,"KAYTRANADA, Kali Uchis",BUBBA,2019-12-13,0.757,-6.644,107.99,0.615,0.794,3:06
75,3BrWLBC4WYx393yRUOlTih,Meet Me At Our Spot - Live,"THE ANXIETY, WILLOW, Tyler Cole",Meet Me At Our Spot (Live),2021-10-22,0.475,-7.035,94.987,0.391,0.694,2:27
76,0FFsgUoFibYISzMxuGS61W,I Don't Do Drugs (feat. Ariana Grande),"Doja Cat, Ariana Grande",Planet Her,2021-06-25,0.615,-5.737,77.014,0.45,0.683,3:08
